code_muni,name_muni,code_state,abbrev_state,name_state,code_region,name_region,mean_radiance,median_radiance,sum_radiance,max_radiance,percent_area_above_1
2311603,Redenção,23,CE,Ceará,2,Nordeste,0.86985765006674,0.793833315372467,865.5083618164062,11.90151596069336,28.5427135678392
2311702,Reriutaba,23,CE,Ceará,2,Nordeste,0.4045147822843895,0.0,607.9857177734375,22.903812408447266,7.119095143047239
2311801,Russas,23,CE,Ceará,2,Nordeste,0.7494916298069543,0.0,4882.1884765625,68.36246490478516,17.040221062327294
2311900,Saboeiro,23,CE,Ceará,2,Nordeste,0.0700354850586286,0.0,391.7785034179688,10.337719917297363,1.0904540579191992
2311959,Salitre,23,CE,Ceará,2,Nordeste,0.1957261370298143,0.0,639.0458374023438,13.786320686340332,3.001531393568147
2312007,Santana Do Acaraú,23,CE,Ceará,2,Nordeste,0.2450818816314713,0.0,962.1914672851562,29.87624931335449,4.12633723892002
2312106,Santana Do Cariri,23,CE,Ceará,2,Nordeste,0.2032614191737743,0.0,708.975830078125,18.77375030517578,3.354357798165138
2312205,Santa Quitéria,23,CE,Ceará,2,Nordeste,0.0905986973453119,0.0,1558.8411865234375,30.15865135192871,1.4471695920027898
2312304,São Benedito,23,CE,Ceará,2,Nordeste,1.0004763761594524,0.4691117703914642,1415.674072265625,33.13852310180664,27.420494699646643
2312403,São Gonçalo Do Amarante,23,CE,Ceará,2,Nordeste,2.2001275674235745,0.6202181577682495,7484.833984375,276.3960266113281,34.19506462984724
2312502,São João Do Jaguaribe,23,CE,Ceará,2,Nordeste,0.5325765332461454,0.0,604.474365234375,19.180736541748047,17.180616740088105
2312601,São Luís Do Curu,23,CE,Ceará,2,Nordeste,0.817958181988978,0.4904198050498962,408.1611328125,23.30597877502441,16.63326653306613
2312700,Senador Pompeu,23,CE,Ceará,2,Nordeste,0.2945861185877776,0.0,1140.637451171875,24.834699630737305,5.1652892561983474
2312809,Senador Sá,23,CE,Ceará,2,Nordeste,0.3003733626035886,0.0,514.2391967773438,23.727214813232425,5.140186915887851
2312908,Sobral,23,CE,Ceará,2,Nordeste,1.3861418924484783,0.0,11568.740234375,122.21118927001952,19.110951353942006
2313005,Solonópole,23,CE,Ceará,2,Nordeste,0.1720277254457099,0.0,1068.63623046875,23.266447067260746,2.8171281390856406
2313104,Tabuleiro Do Norte,23,CE,Ceará,2,Nordeste,0.4091850148460079,0.0,1415.7801513671875,34.11284637451172,8.323699421965317
2313203,Tamboril,23,CE,Ceará,2,Nordeste,0.1011110347963375,0.0,823.0438232421875,21.699731826782227,1.3882063882063882
2313252,Tarrafas,23,CE,Ceará,2,Nordeste,0.0624050634794654,0.0,104.96531677246094,4.2468581199646,0.5945303210463734
2313302,Tauá,23,CE,Ceará,2,Nordeste,0.1470001654762637,0.0,2387.4296875,60.05149459838867,1.877963179607167
2313351,Tejuçuoca,23,CE,Ceará,2,Nordeste,0.242076899915885,0.0,741.9656982421875,10.945039749145508,4.306688417618271
2313401,Tianguá,23,CE,Ceará,2,Nordeste,0.8953840472280833,0.0,3288.74560546875,51.21063232421875,16.98883746256466
2313500,Trairi,23,CE,Ceará,2,Nordeste,0.7613704427083333,0.6187022924423218,2855.13916015625,19.970539093017575,20.34124233537723
2313559,Tururu,23,CE,Ceará,2,Nordeste,0.6163270550009645,0.6044374704360962,499.2249145507813,10.196396827697754,16.790123456790123
2313609,Ubajara,23,CE,Ceará,2,Nordeste,0.8348965550247958,0.478772908449173,1431.0126953125,30.720060348510746,21.995332555425904
2313708,Umari,23,CE,Ceará,2,Nordeste,0.2193082626943964,0.0,233.78260803222656,9.22243309020996,4.033771106941838
2313757,Umirim,23,CE,Ceará,2,Nordeste,0.4866645603553922,0.0,620.497314453125,12.939709663391112,10.588235294117649
2313807,Uruburetama,23,CE,Ceará,2,Nordeste,0.6585724876269285,0.639762818813324,261.4532775878906,7.7901716232299805,17.632241813602015
2313906,Uruoca,23,CE,Ceará,2,Nordeste,0.3186921143446953,0.0,895.5248413085938,47.76503753662109,5.551601423487544
2313955,Varjota,23,CE,Ceará,2,Nordeste,1.0025060614224135,0.5138422846794128,726.81689453125,32.064998626708984,16.689655172413794
2314003,Várzea Alegre,23,CE,Ceará,2,Nordeste,0.780721367326843,0.5232077836990356,2626.3466796875,69.86458587646484,17.717003567181926
2314102,Viçosa Do Ceará,23,CE,Ceará,2,Nordeste,0.3606985174056057,0.0,1907.0130615234373,29.866029739379883,8.606014753168148
