code_muni,name_muni,name_state,abbrev_state,pop_2022_ibge,area_km2_ibge,densidade_2022_ibge_hab_km2,mean_radiance,median_radiance,sum_radiance,max_radiance,percent_area_above_1,share_radiancia_total_ce_pct,radiancia_total_per_capita_2022,hotspot_index_max_over_mean,log1p_densidade_2022,log1p_radiancia_media,radiancia_media_esperada_log,radiancia_media_esperada,residuo_luminoso_log,residuo_luminoso_std,residuo_luminoso_percentil,classe_residuo_luminoso,perfil_luminoso,rank_radiancia_total,rank_radiancia_media,rank_residuo_luminoso,rank_radiancia_per_capita,rank_area_acima_1,rank_hotspot_index
2303402,Carnaubal,Ceará,CE,17210,363,47.38,0.4910770512472307,0.0,720.4100341796875,35.73503875732422,8.588957055214724,0.20997028015225647,0.04185996712258498,72.7687001333012,3.8790865051818813,0.3994987120108971,0.5238885885777294,0.6885810967767027,-0.12438987656683226,-0.5888816322156674,25.0,menos luminoso que o esperado,perfil intermediário,118,84,139,93,96,72
2302503,Brejo Santo,Ceará,CE,51090,655,78.04,0.8608111321499247,0.0,2283.73193359375,69.22149658203125,19.33660007538636,0.6656151512872062,0.044700174859928554,80.41426733031713,4.369954053439613,0.6210124852181109,0.7470447638413902,1.1107530168420783,-0.12603227862327926,-0.5966570270504329,24.456521739130434,menos luminoso que o esperado,contribuinte relevante no total estadual,37,39,140,78,46,63
2301208,Aracoiaba,Ceará,CE,25553,644,39.68,0.3722166751791363,0.0,970.7410888671876,22.223302841186523,9.202453987730062,0.2829316204858837,0.03798931980069611,59.70528529057934,3.7057365711803594,0.3164274433500196,0.4450809583090516,0.5606165355942707,-0.128653514959032,-0.6090663804031693,23.91304347826087,menos luminoso que o esperado,perfil intermediário,85,100,141,124,89,84
2307106,Jardim,Ceará,CE,27411,545,50.3,0.5226083795050439,0.0,1159.1453857421875,29.90509986877441,13.074842200180342,0.33784382481376735,0.042287599348516565,57.222771360601605,3.937690752176724,0.4204249032933549,0.5505310090432791,0.7341736353006326,-0.1301061057499242,-0.615943178254339,23.369565217391305,menos luminoso que o esperado,perfil intermediário,74,81,142,92,75,87
2309458,Ocara,Ceará,CE,24493,763,32.1,0.2473033091210748,0.0,763.919921875,8.08338737487793,4.499838135318873,0.22265164614569471,0.031189316207691994,32.686126889771366,3.4995332823830174,0.22098386817340612,0.35133767171752806,0.4209670652999159,-0.13035380354412193,-0.617115819351583,22.82608695652174,menos luminoso que o esperado,perfil intermediário,109,140,143,162,133,137
2313609,Ubajara,Ceará,CE,32767,424,77.34,0.8348965550247958,0.478772908449173,1431.0126953125,30.720060348510746,21.995332555425904,0.4170821091884692,0.043672374502166815,36.79504979009446,4.361058328237685,0.6069881066340103,0.7430006260300708,1.1022340782477875,-0.13601251939606052,-0.6439050880533964,22.282608695652172,menos luminoso que o esperado,perfil intermediário,54,41,144,84,40,125
2307809,Marco,Ceará,CE,25799,574,44.98,0.4375486283544627,0.0,1015.9879150390624,36.280269622802734,10.034453057708872,0.29611923353478714,0.0393809029434886,82.91711409616074,3.828206519335035,0.3629393215376961,0.5007577397787988,0.6499710458334573,-0.1378184182411027,-0.6524545029160557,21.73913043478261,menos luminoso que o esperado,perfil intermediário,80,91,145,111,85,61
2310951,Pires Ferreira,Ceará,CE,10606,244,43.38,0.4044804124668225,0.0,400.0311279296875,13.832307815551758,7.077856420626896,0.11659283465792115,0.037717436161577175,34.19771972885988,3.792788917504448,0.3396674211970739,0.4846563360710612,0.6236169343799298,-0.1449889148739873,-0.6864007843781272,21.195652173913043,menos luminoso que o esperado,perfil intermediário,161,96,146,127,106,131
2308906,Morrinhos,Ceará,CE,22753,412,55.28,0.5635267486018742,0.0,932.0732421875,28.53241539001465,12.273276904474002,0.2716615128874193,0.04096485044554564,50.63187401515989,4.030339232246188,0.4469440059253958,0.5926504779910158,0.808776189130513,-0.14570647206561999,-0.6897978152449415,20.652173913043477,menos luminoso que o esperado,perfil intermediário,93,72,147,100,78,96
2307908,Martinópole,Ceará,CE,10846,303,35.74,0.2862942587227872,0.0,350.13787841796875,25.42500686645508,5.069501226492232,0.10205097782549809,0.03228267365092834,88.80725338703468,3.6038660797869797,0.25176541668806823,0.3987690167022695,0.48998941618749337,-0.14700360001420126,-0.6959386270588571,20.108695652173914,menos luminoso que o esperado,perfil intermediário,167,130,148,155,127,53
2310209,Paracuru,Ceará,CE,38691,305,126.97,1.2546942761479591,0.8394484519958496,1537.00048828125,21.226581573486328,38.12244897959184,0.4479732482988623,0.03972501326616655,16.917732040458805,4.851795861449505,0.8130143877757854,0.9660976943911157,1.6276704530883292,-0.15308330661533032,-0.7247209335091868,19.565217391304348,menos luminoso que o esperado,perfil intermediário,52,21,149,108,16,162
2302057,Barroquinha,Ceará,CE,14567,386,37.78,0.3081479069279999,0.0,446.5063171386719,11.328603744506836,5.833333333333333,0.13013846566714388,0.030651906167273417,36.7635263879637,3.6579046498145056,0.26861232533322515,0.42333580798203974,0.527047004448882,-0.15472348264881458,-0.7324857899941137,19.021739130434785,menos luminoso que o esperado,perfil intermediário,153,121,150,164,115,126
2308104,Mauriti,Ceará,CE,45561,1079,42.22,0.357201747750812,0.0,1567.0440673828125,22.72834014892578,8.274447230453612,0.4567297319976417,0.034394417756037236,63.62886024049487,3.76630335107874,0.3054250416892751,0.47261557736898197,0.6041845795705438,-0.16719053567970688,-0.7915068191998678,18.478260869565215,menos luminoso que o esperado,perfil intermediário,50,108,151,140,99,78
2313955,Varjota,Ceará,CE,18105,179,101.01,1.0025060614224135,0.5138422846794128,726.81689453125,32.064998626708984,16.689655172413794,0.21183761986032393,0.040144539880212646,31.984842614545858,4.625070847694428,0.6943994268833434,0.8630249060477744,1.3703198552166302,-0.16862547916443094,-0.7983000718723836,17.934782608695652,menos luminoso que o esperado,perfil intermediário,115,28,152,104,65,138
2313401,Tianguá,Ceará,CE,81506,910,89.58,0.8953840472280833,0.0,3288.74560546875,51.21063232421875,16.98883746256466,0.9585358384355025,0.040349736282835,57.19404140107458,4.506233438128068,0.6394214814458268,0.8089995342520697,1.245660156357417,-0.16957805280624294,-0.8028097083193213,17.391304347826086,menos luminoso que o esperado,contribuinte relevante no total estadual,22,35,153,101,62,88
2304905,Groaíras,Ceará,CE,10910,156,70.08,0.6914830550052332,0.5960425734519958,433.5598754882813,22.90858268737793,15.470494417862838,0.12636510348264476,0.03973967694668023,33.12963707270443,4.263806003286451,0.5256056914558046,0.6987881761570938,1.0113138719438228,-0.17318248470128916,-0.8198736671891945,16.847826086956523,menos luminoso que o esperado,perfil intermediário,155,60,154,107,67,133
2301950,Barreira,Ceará,CE,22391,260,86.12,0.8464498738296159,0.7970932722091675,887.0794677734375,12.451461791992188,32.25190839694657,0.25854765415336434,0.03961767977193683,14.710217535915609,4.467286478624705,0.6132648083563657,0.7912936285515042,1.2062486472427154,-0.17802882019513855,-0.8428169969411893,16.304347826086957,menos luminoso que o esperado,perfil intermediário,98,40,155,109,23,166
2300606,Altaneira,Ceará,CE,6782,73,93.32,0.8952630469416596,0.5869444012641907,262.31207275390625,16.26334571838379,18.088737201365188,0.07645332073445145,0.03867768692921059,18.16599686067195,4.546693256229116,0.6393576399520349,0.8273932094732976,1.2873483238907002,-0.18803556952126277,-0.8901905536885905,15.760869565217392,menos luminoso que o esperado,perfil intermediário,176,36,156,117,51,161
2304202,Crato,Ceará,CE,131050,1138,115.14,1.0815507074671624,0.0,4981.62255859375,58.52537155151367,20.10421189752497,1.4519407484819051,0.03801314428533956,54.112461943147615,4.754796359943904,0.7331131483781055,0.9220001820676766,1.5143144504196928,-0.18888703368957116,-0.8942215216664163,15.217391304347828,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",11,27,157,122,45,90
2305506,Iguatu,Ceará,CE,98064,992,98.83,0.936598763296218,0.4514937996864319,3764.1904296875,40.003414154052734,17.64120427967156,1.0971087041672025,0.038385038645043036,42.7113676410968,4.603468739348334,0.6609332195997257,0.85320424486686,1.3471556769740578,-0.19227102526713424,-0.9102418807068784,14.673913043478262,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",18,32,158,121,56,111
2303204,Caririaçu,Ceará,CE,26320,634,41.5,0.3126925027945179,0.0,804.2451171875,14.85132122039795,7.8149300155520995,0.23440480359109503,0.03055642542505699,47.49497042678489,3.7495040759303713,0.27208037352464864,0.46497836035877627,0.5919797386439773,-0.19289798683412762,-0.9132100173518987,14.130434782608695,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",103,119,159,165,100,100
2305803,Ipu,Ceará,CE,41081,626,65.62,0.6092877238456481,0.0,1534.7957763671875,45.91489028930664,11.353711790393014,0.44733066427547646,0.03736023408308433,75.35830514382731,4.199004832765533,0.475791673555992,0.6693285359397219,0.9529255609589031,-0.19353686238372986,-0.9162345567020146,13.586956521739129,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",53,70,160,129,81,68
2304954,Guaiúba,Ceará,CE,24217,256,94.58,0.8918146532635356,0.8144612908363342,920.3527221679688,12.31511116027832,34.593023255813954,0.26824545709242564,0.038004406911176805,13.809047767271993,4.559963593150012,0.6375365024395941,0.8334261151771654,1.3011893895828428,-0.19588961273757122,-0.9273728543417078,13.043478260869565,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",94,37,161,123,18,167
2302909,Capistrano,Ceará,CE,17254,227,76.16,0.7152921879278478,0.6567662358283997,653.061767578125,14.303899765014648,22.89156626506024,0.19034099441888785,0.03784987640999913,19.997282210581357,4.345881188037528,0.539583438075838,0.7361008573031942,1.0877790747350478,-0.19651741922735622,-0.9303449909867791,12.5,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",125,55,162,125,38,158
2313757,Umirim,Ceará,CE,17470,316,55.35,0.4866645603553922,0.0,620.497314453125,12.939709663391112,10.588235294117649,0.1808497782763378,0.03551787718678449,26.588559535449193,4.031582240485785,0.39653506056155363,0.5932155692575993,0.809798601609169,-0.1966805086960457,-0.9311170826968906,11.956521739130435,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",132,85,163,137,84,144
2314102,Viçosa Do Ceará,Ceará,CE,59712,1311,45.55,0.3606985174056057,0.0,1907.0130615234373,29.866029739379883,8.606014753168148,0.5558168928588453,0.031936847895288,82.80053345213776,3.840527003723076,0.30799818363195947,0.506358827451409,0.6592386083047692,-0.19836064381944957,-0.9390711119243524,11.41304347826087,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",43,105,164,157,95,62
2312601,São Luís Do Curu,Ceará,CE,10822,123,88.08,0.817958181988978,0.4904198050498962,408.1611328125,23.30597877502441,16.63326653306613,0.11896240104635596,0.03771586886088523,28.49287318070447,4.489534842389167,0.5977139932844495,0.8014080876987304,1.2286768926350227,-0.20369409441428088,-0.9643205227149356,10.869565217391305,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",159,43,165,128,66,142
2311702,Reriutaba,Ceará,CE,18606,373,49.89,0.4045147822843895,0.0,607.9857177734375,22.903812408447266,7.119095143047239,0.17720315574840842,0.03267686325773608,56.6204582746856,3.9296664406007413,0.33969189245116,0.5468830296916678,0.7278589306459192,-0.2071911372405078,-0.9808760845040027,10.326086956521738,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",134,95,166,152,105,89
2302602,Camocim,Ceará,CE,62326,1120,55.63,0.4649429151671576,0.0,2091.313232421875,34.21394729614258,9.1674047829938,0.6095329110702207,0.03355442724419785,73.58741494158367,4.036538880125714,0.38181627595363943,0.5954689362771397,0.813881340316858,-0.21365266032350028,-1.0114659714363803,9.782608695652174,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",39,88,167,147,90,70
2310258,Paraipaba,Ceará,CE,32216,289,111.39,0.978689203540416,0.7440214157104492,1141.151611328125,18.187299728393555,33.76068376068376,0.33259937002349044,0.035421890095856876,18.58332517005146,4.721974965530176,0.6824346070615604,0.9070790554415953,1.4770765527053635,-0.22464444838003483,-1.0635028595686955,9.239130434782608,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",75,30,168,138,21,160
2308005,Massapê,Ceará,CE,37697,568,66.39,0.5626328176330486,0.0,1284.49072265625,37.36128616333008,13.053000438020147,0.374376902171016,0.03407408341927076,66.40438475327771,4.2104966389581255,0.4463721023009961,0.6745528933573437,0.9631550400600088,-0.2281807910563476,-1.0802444731531589,8.695652173913043,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",68,73,169,142,76,76
2305308,Ibiapina,Ceará,CE,23965,414,57.87,0.4689645033616286,0.0,780.35693359375,18.88365936279297,15.084134615384617,0.22744236780656352,0.03256235900662424,40.26671355116329,4.07533162304017,0.3845577330887822,0.6131047326696755,0.8461543257537852,-0.22854699958089325,-1.0819781630611947,8.152173913043478,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",107,86,170,153,68,115
2313559,Tururu,Ceará,CE,15412,201,76.57,0.6163270550009645,0.6044374704360962,499.2249145507813,10.196396827697754,16.790123456790123,0.14550379671845137,0.03239196175387888,16.54380856465564,4.3511807545027805,0.4801563251421158,0.7385101242982091,1.0928151561490345,-0.25835379915609324,-1.223088334318084,7.608695652173914,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",147,69,171,154,63,163
2305001,Guaraciaba Do Norte,Ceará,CE,42053,625,67.33,0.5249623624603489,0.0,1323.955078125,25.971555709838867,13.203806502775574,0.3858791597474768,0.03148301139336076,49.473176588592786,4.224348908792687,0.4219697294009404,0.6808503549963802,0.975556942883691,-0.25888062559543984,-1.2255824152035981,7.065217391304348,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",64,80,172,160,74,97
2311603,Redenção,Ceará,CE,27214,248,109.74,0.86985765006674,0.793833315372467,865.5083618164062,11.90151596069336,28.5427135678392,0.252260552438923,0.0318037907627106,13.682142067840722,4.707185111394821,0.6258623050100331,0.9003553531042385,1.460477294070301,-0.2744930480942054,-1.2994941280990924,6.521739130434782,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",100,38,173,158,27,168
2307700,Maranguape,Ceará,CE,105093,584,180.11,1.3272084346433886,0.8280291557312012,3121.59423828125,29.45611953735352,38.52040816326531,0.909818000355754,0.029703160422494837,22.19404182966493,5.199104581476445,0.8446694525663795,1.1239897487182349,2.0771066272155543,-0.2793202961518554,-1.3223470948658174,5.978260869565218,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",25,19,174,168,15,154
2301406,Aratuba,Ceará,CE,11224,120,93.72,0.7149806071802512,0.6975987553596497,346.7655944824219,7.064576625823975,27.216494845360824,0.10106809395505617,0.03089501019978812,9.880794730649463,4.550925171135695,0.5394017727873526,0.8293171051309871,1.2917531792810677,-0.28991533234363454,-1.3725056960173088,5.434782608695652,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",168,56,175,163,33,176
2312304,São Benedito,Ceará,CE,47640,351,135.79,1.0004763761594524,0.4691117703914642,1415.674072265625,33.13852310180664,27.420494699646643,0.4126115232367209,0.029716080442183563,33.12274418301946,4.918446903101353,0.6933853402773945,0.9963983153736131,1.7085090443948427,-0.3030129750962186,-1.43451203813451,4.891304347826087,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",56,29,176,167,32,134
2303907,Chaval,Ceará,CE,12462,237,52.53,0.2891075269804728,0.0,276.6759033203125,11.44486141204834,5.433646812957158,0.0806397942495269,0.02220156502329582,39.586867529860235,3.98024224440529,0.25395013939213973,0.5698755925081906,0.7680470794483824,-0.3159254531160509,-1.4956417806998734,4.3478260869565215,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",175,129,177,179,122,119
2306306,Itapajé,Ceará,CE,46426,432,107.42,0.7698602999578188,0.5857325792312622,1340.3267822265625,25.341550827026367,21.88397472716829,0.3906508468890769,0.02887017581154014,32.917077027478584,4.686012573832192,0.570900616893368,0.8907299816168126,1.43690790013539,-0.3198293647234446,-1.5141235245751676,3.804347826086957,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",62,47,178,170,41,136
2309102,Mulungu,Ceará,CE,10569,98,107.9,0.7429454970175932,0.6458412408828735,289.0057983398437,11.667905807495115,22.36503856041131,0.08423345811964053,0.02734466821268272,15.704928340811907,4.690430029938915,0.5555764964090434,0.892738227247778,1.441806727156448,-0.3371617308387346,-1.5961777264912507,3.260869565217391,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",173,50,179,174,39,165
2311108,Porteiras,Ceará,CE,17050,225,75.82,0.4613577035757211,0.0,419.8355102539063,11.808012008666992,10.87912087912088,0.12236500815296916,0.024623783592604476,25.59404967459253,4.341465022917759,0.37936593755551223,0.7340931985753796,1.0835917316383559,-0.35472726101986735,-1.67933576450282,2.717391304347826,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",158,89,180,177,83,148
2302107,Baturité,Ceará,CE,35218,314,112.13,0.7085431477093207,0.6288844347000122,897.015625,16.08477783203125,18.167456556082147,0.2614436406298351,0.025470373814526662,22.70119732486471,4.728537599938376,0.5356410469861377,0.9100625331625927,1.4844778907871736,-0.374421486176455,-1.772571386046371,2.1739130434782608,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",96,58,181,175,50,153
2309805,Pacoti,Ceará,CE,11186,112,99.49,0.6164087020674127,0.6779696941375732,282.315185546875,7.426997184753418,17.903930131004365,0.08228341609374129,0.0252382608212833,12.048819472850912,4.610058220060868,0.48020683781781914,0.8561999273437357,1.3541975524513392,-0.3759930895259166,-1.780011608443644,1.6304347826086956,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",174,68,182,176,52,171
2310100,Palmácia,Ceará,CE,10242,129,79.46,0.4183239946016227,0.0,217.1101531982422,4.964154243469238,11.560693641618498,0.06327879614120398,0.021198023159367526,11.866769049023642,4.387760166521642,0.3494758890358727,0.7551397053501567,1.1279087828320522,-0.40566381631428405,-1.9204775892967667,1.0869565217391304,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",182,93,183,180,80,172
2313807,Uruburetama,Ceará,CE,20189,99,203.11,0.6585724876269285,0.639762818813324,261.4532775878906,7.7901716232299805,17.632241813602015,0.07620301680606845,0.012950283698444233,11.8288749648074,5.318659064205951,0.5059572851890375,1.1783411133505814,2.248980040361405,-0.672383828161544,-3.1831729167320977,0.5434782608695652,muito menos luminoso que o esperado,"denso, mas menos luminoso que o esperado",178,62,184,184,57,173
